episode,score,reward,epsilon,best_score_so_far
469,4,-289.25,0.12181321645621364,9
470,2,-184.40000000000003,0.121447776806845,9
471,3,-198.60000000000002,0.12108343347642446,9
472,7,-224.60000000000002,0.12072018317599519,9
473,2,-161.25,0.12035802262646719,9
474,5,-79.15,0.1199969485585878,9
475,3,-445.9,0.11963695771291202,9
476,10,-428.34999999999997,0.11927804683977329,10
477,2,-118.25,0.11892021269925397,10
478,3,-112.05000000000001,0.1185634520611562,10
479,5,-284.95000000000005,0.11820776170497274,10
480,3,-298.3,0.11785313841985783,10
481,2,-322.29999999999995,0.11749957900459825,10
482,2,-120.1,0.11714708026758446,10
483,3,-105.75,0.11679563902678171,10
484,4,-541.3499999999999,0.11644525210970136,10
485,4,-106.35000000000001,0.11609591635337226,10
486,3,-212.79999999999995,0.11574762860431213,10
487,2,-199.85000000000002,0.1154003857184992,10
488,2,-234.35000000000002,0.1150541845613437,10
489,3,-323.79999999999995,0.11470902200765967,10
490,3,-262.8,0.1143648949416367,10
491,8,-199.29999999999995,0.11402180025681179,10
492,8,-99.99999999999999,0.11367973485604135,10
493,6,-339.9,0.11333869565147323,10
494,5,-286.80000000000007,0.11299867956451881,10
495,2,-169.75,0.11265968352582525,10
496,1,-374.8499999999999,0.11232170447524778,10
497,10,-195.49999999999997,0.11198473936182203,10
498,4,-35.45000000000002,0.11164878514373656,10
499,5,-399.24999999999994,0.11131383878830535,10
500,1,-128.65,0.11097989727194044,10
501,8,-422.7,0.11064695758012462,10
502,6,-61.3,0.11031501670738425,10
503,6,-247.90000000000003,0.1099840716572621,10
504,3,-401.35000000000014,0.10965411944229031,10
505,8,-544.5500000000002,0.10932515708396344,10
506,1,-257.4,0.10899718161271155,10
507,12,-565.7,0.10867019006787342,12
508,5,-174.45000000000002,0.10834417949766979,12
509,8,-388.05000000000007,0.10801914695917679,12
510,1,-149.95000000000002,0.10769508951829926,12
511,4,-121.6,0.10737200424974436,12
512,3,-227.2,0.10704988823699513,12
513,5,-109.25,0.10672873857228414,12
514,7,-327.0999999999999,0.10640855235656729,12
515,7,-131.70000000000002,0.1060893266994976,12
516,3,-285.40000000000003,0.1057710587193991,12
517,4,-183.65,0.1054537455432409,12
518,4,-127.75,0.10513738430661118,12
519,2,-163.35,0.10482197215369135,12
520,4,-233.04999999999998,0.10450750623723028,12
521,7,-225.84999999999997,0.10419398371851858,12
522,5,-224.99999999999994,0.10388140176736303,12
523,2,-281.55,0.10356975756206094,12
524,5,-349.35,0.10325904828937475,12
525,10,-436.24999999999994,0.10294927114450662,12
526,3,-185.05,0.10264042333107311,12
527,9,-191.80000000000004,0.10233250206107988,12
528,9,-237.5,0.10202550455489665,12
529,5,-268.25,0.10171942804123195,12
